ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Boxing Day,Boxing Day_lower,Boxing Day_upper,Boxing Day (observed),Boxing Day (observed)_lower,Boxing Day (observed)_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (observed),Christmas Day (observed)_lower,Christmas Day (observed)_upper,Good Friday,Good Friday_lower,Good Friday_upper,May Day,May Day_lower,May Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (observed),New Year's Day (observed)_lower,New Year's Day (observed)_upper,Spring Bank Holiday,Spring Bank Holiday_lower,Spring Bank Holiday_upper,Wedding of William and Catherine,Wedding of William and Catherine_lower,Wedding of William and Catherine_upper,avg_unit_price,avg_unit_price_lower,avg_unit_price_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,unique_items,unique_items_lower,unique_items_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2010-12-13,25708.47153704629,1122.0137492944802,54096.05683858985,25708.47153704629,25708.47153704629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001657407202040443,-0.001657407202040443,-0.001657407202040443,0.06961556520215886,0.06961556520215886,0.06961556520215886,0.0,0.0,0.0,0.11286344760886047,0.11286344760886047,0.11286344760886047,0.0712729724041993,0.0712729724041993,0.0712729724041993,0.0432478824067016,0.0432478824067016,0.0432478824067016,0.0,0.0,0.0,28610.018267471598
2010-12-14,25522.798111379776,6245.11802864804,58783.39666459383,25522.798111379776,25522.798111379776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014644072103668915,-0.014644072103668915,-0.014644072103668915,0.07705959257804992,0.07705959257804992,0.07705959257804992,0.0,0.0,0.0,0.28101112218688173,0.28101112218688173,0.28101112218688173,0.09170366468171884,0.09170366468171884,0.09170366468171884,0.20395152960883178,0.20395152960883178,0.20395152960883178,0.0,0.0,0.0,32694.988250007835
2010-12-15,25337.124685713254,5151.608320551854,58770.056423723916,25337.124685713254,25337.124685713254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01214285673653683,0.01214285673653683,0.01214285673653683,0.12427721369577521,0.12427721369577521,0.12427721369577521,0.0,0.0,0.0,0.25700781545154794,0.25700781545154794,0.25700781545154794,0.11213435695923839,0.11213435695923839,0.11213435695923839,0.1327306017557727,0.1327306017557727,0.1327306017557727,0.0,0.0,0.0,31848.963751011903
2010-12-16,25151.45126004673,10828.74503293152,64636.90011168188,25151.45126004673,25151.45126004673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002622375093288839,0.002622375093288839,0.002622375093288839,0.1607257896769462,0.1607257896769462,0.1607257896769462,0.0,0.0,0.0,0.5120267757768343,0.5120267757768343,0.5120267757768343,0.15810341458365737,0.15810341458365737,0.15810341458365737,0.3513009860998881,0.3513009860998881,0.3513009860998881,0.0,0.0,0.0,38029.66775483666
2010-12-17,24965.77783438021,3493.5706104497726,53037.41404188445,24965.77783438021,24965.77783438021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03291337077088221,0.03291337077088221,0.03291337077088221,-0.010736300885965902,-0.010736300885965902,-0.010736300885965902,0.0,0.0,0.0,0.16911593438633254,0.16911593438633254,0.16911593438633254,-0.04364967165684811,-0.04364967165684811,-0.04364967165684811,0.17985223527229843,0.17985223527229843,0.17985223527229843,0.0,0.0,0.0,29187.888680523007
2010-12-19,24594.430983047172,-14638.793520953255,39960.196323745346,24594.430983047172,24594.430983047172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002262588032561393,-0.002262588032561393,-0.002262588032561393,-0.05868144236285922,-0.05868144236285922,-0.05868144236285922,0.0,0.0,0.0,-0.4692378490457096,-0.4692378490457096,-0.4692378490457096,-0.05641885433029783,-0.05641885433029783,-0.05641885433029783,-0.41055640668285037,-0.41055640668285037,-0.41055640668285037,0.0,0.0,0.0,13053.793090058958
2010-12-20,24408.75755738065,55.88946720506735,53595.1052349314,24408.75755738065,24408.75755738065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015128289831236028,0.0015128289831236028,0.0015128289831236028,0.00893988802007434,0.00893988802007434,0.00893988802007434,0.0,0.0,0.0,0.052187770427098004,0.052187770427098004,0.052187770427098004,0.0074270590369507365,0.0074270590369507365,0.0074270590369507365,0.043247882407023666,0.043247882407023666,0.043247882407023666,0.0,0.0,0.0,25682.59619319593
2010-12-21,24223.08413171413,2243.9858983621434,54653.11294156726,24223.08413171413,24223.08413171413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023914424774815,0.04023914424774815,0.04023914424774815,-0.03405656582537928,-0.03405656582537928,-0.03405656582537928,0.0,0.0,0.0,0.1698949637833272,0.1698949637833272,0.1698949637833272,-0.07429571007312744,-0.07429571007312744,-0.07429571007312744,0.20395152960870647,0.20395152960870647,0.20395152960870647,0.0,0.0,0.0,28338.46413299219
2010-12-22,24037.41070604761,-1746.609777839202,47458.00243227338,24037.41070604761,24037.41070604761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009682796482289627,-0.009682796482289627,-0.009682796482289627,-0.1580397660614254,-0.1580397660614254,-0.1580397660614254,0.0,0.0,0.0,-0.02530916430549296,-0.02530916430549296,-0.02530916430549296,-0.14835696957913577,-0.14835696957913577,-0.14835696957913577,0.13273060175593243,0.13273060175593243,0.13273060175593243,0.0,0.0,0.0,23429.043929009633
2010-12-23,23851.737280381087,5056.584040100246,56806.2358421134,23851.737280381087,23851.737280381087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00799010538243557,-0.00799010538243557,-0.00799010538243557,-0.06185512317804345,-0.06185512317804345,-0.06185512317804345,0.0,0.0,0.0,0.28944586292186414,0.28944586292186414,0.28944586292186414,-0.053865017795607886,-0.053865017795607886,-0.053865017795607886,0.35130098609990756,0.35130098609990756,0.35130098609990756,0.0,0.0,0.0,30755.523959686587
2011-01-04,22356.849346570365,3020.5831700566773,52618.609595509515,22356.849346570365,22356.849346570365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005157723931170381,0.005157723931170381,0.005157723931170381,-0.012953582378778312,-0.012953582378778312,-0.012953582378778312,0.0,0.0,0.0,0.1909979472301117,0.1909979472301117,0.1909979472301117,-0.018111306309948692,-0.018111306309948692,-0.018111306309948692,0.20395152960889001,0.20395152960889001,0.20395152960889001,0.0,0.0,0.0,26626.961678298172
2011-01-05,22232.275352086137,-1492.982444009504,52403.82841409795,22232.275352086137,22232.275352086137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005583201927971815,-0.005583201927971815,-0.005583201927971815,0.014613039782428632,0.014613039782428632,0.014613039782428632,0.0,0.0,0.0,0.14734364153786794,0.14734364153786794,0.14734364153786794,0.020196241710400447,0.020196241710400447,0.020196241710400447,0.1327306017554393,0.1327306017554393,0.1327306017554393,0.0,0.0,0.0,25508.059762135093
2011-01-06,22107.70135760191,3049.8453694425266,54933.434453660266,22107.70135760191,22107.70135760191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00540313973498543,-0.00540313973498543,-0.00540313973498543,-0.026068282579624062,-0.026068282579624062,-0.026068282579624062,0.0,0.0,0.0,0.32523270352037525,0.32523270352037525,0.32523270352037525,-0.020665142844638634,-0.020665142844638634,-0.020665142844638634,0.3513009860999993,0.3513009860999993,0.3513009860999993,0.0,0.0,0.0,29297.848838755846
2011-01-07,21983.127363117685,-792.3625075788922,52432.917519433984,21983.127363117685,21983.127363117685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012715043081683789,-0.012715043081683789,-0.012715043081683789,-0.005287984044733052,-0.005287984044733052,-0.005287984044733052,0.0,0.0,0.0,0.17456425122896332,0.17456425122896332,0.17456425122896332,0.0074270590369507365,0.0074270590369507365,0.0074270590369507365,0.17985223527369637,0.17985223527369637,0.17985223527369637,0.0,0.0,0.0,25820.59553093126
2011-01-09,21733.979374149232,-11397.069510070953,41238.856300130145,21733.979374149232,21733.979374149232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011122369158725796,-0.0011122369158725796,-0.0011122369158725796,0.0088686586557681,0.0088686586557681,0.0088686586557681,0.0,0.0,0.0,-0.40168774802699075,-0.40168774802699075,-0.40168774802699075,0.00998089557164068,0.00998089557164068,0.00998089557164068,-0.41055640668275883,-0.41055640668275883,-0.41055640668275883,0.0,0.0,0.0,13003.706143682162
2011-01-10,21609.405379665004,-922.9557233702756,49649.79093891581,21609.405379665004,21609.405379665004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020008263874033393,0.020008263874033393,0.020008263874033393,0.009558467168154531,0.009558467168154531,0.009558467168154531,0.0,0.0,0.0,0.052806349575337426,0.052806349575337426,0.052806349575337426,-0.010449796705878861,-0.010449796705878861,-0.010449796705878861,0.04324788240718289,0.04324788240718289,0.04324788240718289,0.0,0.0,0.0,22750.519194258773
2011-01-11,21484.831385180776,-2260.3023514336,50799.70749180295,21484.831385180776,21484.831385180776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011643999612614442,-0.011643999612614442,-0.011643999612614442,-0.0399706520613229,-0.0399706520613229,-0.0399706520613229,0.0,0.0,0.0,0.16398087754743318,0.16398087754743318,0.16398087754743318,-0.02832665244870846,-0.02832665244870846,-0.02832665244870846,0.2039515296087561,0.2039515296087561,0.2039515296087561,0.0,0.0,0.0,25007.932889681353
2011-01-12,21360.257390696548,576.5228799125535,51381.85197923143,21360.257390696548,21360.257390696548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03233477905740218,0.03233477905740218,0.03233477905740218,0.04997718423311269,0.04997718423311269,0.04997718423311269,0.0,0.0,0.0,0.18270778598898318,0.18270778598898318,0.18270778598898318,0.017642405175710505,0.017642405175710505,0.017642405175710505,0.1327306017558705,0.1327306017558705,0.1327306017558705,0.0,0.0,0.0,25262.94272670553
2011-01-13,21235.683396212324,4083.2987066561586,56144.46357580248,21235.683396212324,21235.683396212324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013730016725169419,0.013730016725169419,0.013730016725169419,0.0032802200192905574,0.0032802200192905574,0.0032802200192905574,0.0,0.0,0.0,0.35458120611933575,0.35458120611933575,0.35458120611933575,-0.010449796705878861,-0.010449796705878861,-0.010449796705878861,0.3513009861000452,0.3513009861000452,0.3513009861000452,0.0,0.0,0.0,28765.457627609645
2011-01-14,21111.1094017281,-4453.675085077566,48533.13172786397,21111.1094017281,21111.1094017281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013935704099540694,-0.013935704099540694,-0.013935704099540694,-0.08823141417266812,-0.08823141417266812,-0.08823141417266812,0.0,0.0,0.0,0.09162082110159463,0.09162082110159463,0.09162082110159463,-0.07429571007312744,-0.07429571007312744,-0.07429571007312744,0.17985223527426275,0.17985223527426275,0.17985223527426275,0.0,0.0,0.0,23045.32657948002
2011-01-16,20861.961437550635,-16325.374586963193,39899.38767498738,20861.961437550635,20861.961437550635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015472860903690152,-0.015472860903690152,-0.015472860903690152,-0.054014859491158376,-0.054014859491158376,-0.054014859491158376,0.0,0.0,0.0,-0.4645712661735833,-0.4645712661735833,-0.4645712661735833,-0.03854199858746823,-0.03854199858746823,-0.03854199858746823,-0.41055640668242493,-0.41055640668242493,-0.41055640668242493,0.0,0.0,0.0,11170.09359764327
2011-01-17,20737.387455461903,-3993.4283610773673,46727.95922321554,20737.387455461903,20737.387455461903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000343272871407611,0.000343272871407611,0.000343272871407611,0.00010882230428851906,0.00010882230428851906,0.00010882230428851906,0.0,0.0,0.0,0.043356704711666076,0.043356704711666076,0.043356704711666076,-0.00023445056711909193,-0.00023445056711909193,-0.00023445056711909193,0.04324788240737756,0.04324788240737756,0.04324788240737756,0.0,0.0,0.0,21636.492239859774
2011-01-18,20612.81347337317,-4675.197572116526,47973.63621930201,20612.81347337317,20612.81347337317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001019632318135659,0.001019632318135659,0.001019632318135659,-0.08093758735906159,-0.08093758735906159,-0.08093758735906159,0.0,0.0,0.0,0.12301394224956058,0.12301394224956058,0.12301394224956058,-0.08195721967719725,-0.08195721967719725,-0.08195721967719725,0.20395152960862217,0.20395152960862217,0.20395152960862217,0.0,0.0,0.0,23148.476919587665
2011-01-19,20488.239491284436,-2199.7702620487466,47866.16411659974,20488.239491284436,20488.239491284436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019947923048429496,-0.019947923048429496,-0.019947923048429496,-0.004859354407408931,-0.004859354407408931,-0.004859354407408931,0.0,0.0,0.0,0.1278712473480802,0.1278712473480802,0.1278712473480802,0.015088568641020565,0.015088568641020565,0.015088568641020565,0.13273060175548912,0.13273060175548912,0.13273060175548912,0.0,0.0,0.0,23108.09623100117
2011-01-20,20363.665509195704,-758.8817660393219,53390.56816734907,20363.665509195704,20363.665509195704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013144151017353093,-0.013144151017353093,-0.013144151017353093,-0.06700916881296098,-0.06700916881296098,-0.06700916881296098,0.0,0.0,0.0,0.2842918172871036,0.2842918172871036,0.2842918172871036,-0.053865017795607886,-0.053865017795607886,-0.053865017795607886,0.3513009861000646,0.3513009861000646,0.3513009861000646,0.0,0.0,0.0,26152.88898343166
2011-01-21,20239.09152710697,-3752.8692450600606,52282.606073558956,20239.09152710697,20239.09152710697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009446021445382804,0.009446021445382804,0.009446021445382804,-0.039311323280845197,-0.039311323280845197,-0.039311323280845197,0.0,0.0,0.0,0.1405409119930497,0.1405409119930497,0.1405409119930497,-0.048757344726228,-0.048757344726228,-0.048757344726228,0.17985223527389488,0.17985223527389488,0.17985223527389488,0.0,0.0,0.0,23083.51190823739
2011-01-23,19989.943562929508,-15941.324170985681,37708.18229061288,19989.943562929508,19989.943562929508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008031550629959491,-0.008031550629959491,-0.008031550629959491,0.007057018011061074,0.007057018011061074,0.007057018011061074,0.0,0.0,0.0,-0.4034993886710466,-0.4034993886710466,-0.4034993886710466,0.015088568641020565,0.015088568641020565,0.015088568641020565,-0.4105564066821077,-0.4105564066821077,-0.4105564066821077,0.0,0.0,0.0,11924.013555718728
